dh,dd,hh,cnt
2018032612,20180326,12,5144
2018032613,20180326,13,5115
2018032614,20180326,14,5024
2018032615,20180326,15,4854
2018032616,20180326,16,4529
2018032617,20180326,17,4033
2018032618,20180326,18,3520
2018032619,20180326,19,3233
2018032620,20180326,20,2980
2018032621,20180326,21,2599
2018032622,20180326,22,1906
2018032623,20180326,23,1062
2018032700,20180327,00,877
2018032701,20180327,01,1059
2018032702,20180327,02,1165
2018032703,20180327,03,1289
2018032704,20180327,04,1435
2018032705,20180327,05,1634
2018032706,20180327,06,2150
2018032707,20180327,07,2977
2018032708,20180327,08,3686
2018032709,20180327,09,4415
2018032710,20180327,10,5021
2018032711,20180327,11,5294
2018032712,20180327,12,5372
2018032713,20180327,13,5335
2018032714,20180327,14,5193
2018032715,20180327,15,4922
2018032716,20180327,16,4570
2018032717,20180327,17,4063
2018032718,20180327,18,3571
2018032719,20180327,19,3255
2018032720,20180327,20,2972
2018032721,20180327,21,2585
2018032722,20180327,22,1938
2018032723,20180327,23,1084
2018032800,20180328,00,820
2018032801,20180328,01,982
2018032802,20180328,02,1128
2018032803,20180328,03,1245
2018032804,20180328,04,1369
2018032805,20180328,05,1572
2018032806,20180328,06,2132
2018032807,20180328,07,2908
2018032808,20180328,08,3534
2018032809,20180328,09,4140
2018032810,20180328,10,4649
2018032811,20180328,11,4878
2018032812,20180328,12,4990
2018032813,20180328,13,4930
2018032814,20180328,14,4916
2018032815,20180328,15,4824
2018032816,20180328,16,4508
2018032817,20180328,17,3920
2018032818,20180328,18,3363
2018032819,20180328,19,3088
2018032820,20180328,20,2866
2018032821,20180328,21,2461
2018032822,20180328,22,1822
2018032823,20180328,23,1053
2018032900,20180329,00,824
2018032901,20180329,01,990
2018032902,20180329,02,1131
2018032903,20180329,03,1255
2018032904,20180329,04,1376
2018032905,20180329,05,1602
2018032906,20180329,06,2101
2018032907,20180329,07,2843
2018032908,20180329,08,3480
2018032909,20180329,09,4290
2018032910,20180329,10,4932
2018032911,20180329,11,5336
2018032912,20180329,12,5467
2018032913,20180329,13,5429
2018032914,20180329,14,5392
2018032915,20180329,15,5248
2018032916,20180329,16,4896
2018032917,20180329,17,4393
2018032918,20180329,18,3911
2018032919,20180329,19,3332
2018032920,20180329,20,2941
2018032921,20180329,21,2546
2018032922,20180329,22,1861
2018032923,20180329,23,1003
2018033000,20180330,00,839
2018033001,20180330,01,1021
2018033002,20180330,02,1148
2018033003,20180330,03,1272
2018033004,20180330,04,1415
2018033005,20180330,05,1620
2018033006,20180330,06,2174
2018033007,20180330,07,3058
2018033008,20180330,08,3903
2018033009,20180330,09,4704
2018033010,20180330,10,5298
2018033011,20180330,11,5584
2018033012,20180330,12,5593
2018033013,20180330,13,5536
2018033014,20180330,14,5500
2018033015,20180330,15,5408
2018033016,20180330,16,5170
2018033017,20180330,17,4735
2018033018,20180330,18,4294
2018033019,20180330,19,4027
2018033020,20180330,20,3761
2018033021,20180330,21,3332
2018033022,20180330,22,2558
2018033023,20180330,23,1471
2018033100,20180331,00,1285
2018033101,20180331,01,1472
2018033102,20180331,02,1652
2018033103,20180331,03,1814
2018033104,20180331,04,1939
2018033105,20180331,05,2207
2018033106,20180331,06,2978
2018033107,20180331,07,4133
2018033108,20180331,08,5417
2018033109,20180331,09,7016
2018033110,20180331,10,8415
2018033111,20180331,11,9521
2018033112,20180331,12,10191
2018033113,20180331,13,10612
2018033114,20180331,14,10759
2018033115,20180331,15,10641
2018033116,20180331,16,10002
2018033117,20180331,17,8932
2018033118,20180331,18,7882
2018033119,20180331,19,6970
2018033120,20180331,20,6351
2018033121,20180331,21,5596
2018033122,20180331,22,4184
2018033123,20180331,23,2288
2018040100,20180401,00,1841
2018040101,20180401,01,2142
2018040102,20180401,02,2387
2018040103,20180401,03,2617
2018040104,20180401,04,2862
2018040105,20180401,05,3418
2018040106,20180401,06,4432
2018040107,20180401,07,5863
2018040108,20180401,08,7210
2018040109,20180401,09,8465
2018040110,20180401,10,9307
2018040111,20180401,11,9781
2018040112,20180401,12,9499
2018040113,20180401,13,9078
2018040114,20180401,14,8481
2018040115,20180401,15,7614
2018040116,20180401,16,6556
2018040117,20180401,17,5270
2018040118,20180401,18,4172
2018040119,20180401,19,3537
2018040120,20180401,20,3116
2018040121,20180401,21,2665
2018040122,20180401,22,2020
2018040123,20180401,23,1110
2018040200,20180402,00,933
2018040201,20180402,01,1102
2018040202,20180402,02,1224
2018040203,20180402,03,1353
2018040204,20180402,04,1463
2018040205,20180402,05,1710
2018040206,20180402,06,2343
2018040207,20180402,07,3178
2018040208,20180402,08,3848
2018040209,20180402,09,4643
2018040210,20180402,10,5130
2018040211,20180402,11,5588
2018040212,20180402,12,5665
2018040213,20180402,13,5607
2018040214,20180402,14,5561
2018040215,20180402,15,5377
2018040216,20180402,16,5074
2018040217,20180402,17,4499
2018040218,20180402,18,4024
2018040219,20180402,19,3639
2018040220,20180402,20,3394
2018040221,20180402,21,2999
2018040222,20180402,22,2299
2018040223,20180402,23,1276
2018040300,20180403,00,1042
2018040301,20180403,01,1263
2018040302,20180403,02,1368
2018040303,20180403,03,1493
2018040304,20180403,04,1638
2018040305,20180403,05,1852
2018040306,20180403,06,2546
2018040307,20180403,07,3433
2018040308,20180403,08,4258
2018040309,20180403,09,4992
2018040310,20180403,10,5525
2018040311,20180403,11,5755
2018040312,20180403,12,5898
2018040313,20180403,13,5820
2018040314,20180403,14,5647
2018040315,20180403,15,5391
2018040316,20180403,16,4938
2018040317,20180403,17,4385
2018040318,20180403,18,3923
2018040319,20180403,19,3554
2018040320,20180403,20,3233
2018040321,20180403,21,2799
2018040322,20180403,22,2084
2018040323,20180403,23,1188
2018040400,20180404,00,1030
2018040401,20180404,01,1177
2018040402,20180404,02,1308
2018040403,20180404,03,1380
2018040404,20180404,04,1511
2018040405,20180404,05,1753
2018040406,20180404,06,2370
2018040407,20180404,07,3170
2018040408,20180404,08,3880
2018040409,20180404,09,4425
2018040410,20180404,10,4806
2018040411,20180404,11,4963
2018040412,20180404,12,5008
2018040413,20180404,13,4921
2018040414,20180404,14,4772
2018040415,20180404,15,4549
2018040416,20180404,16,4281
2018040417,20180404,17,3828
2018040418,20180404,18,3575
2018040419,20180404,19,3377
2018040420,20180404,20,3308
2018040421,20180404,21,2908
2018040422,20180404,22,2208
2018040423,20180404,23,1316
2018040500,20180405,00,1144
2018040501,20180405,01,1383
2018040502,20180405,02,1538
2018040503,20180405,03,1662
2018040504,20180405,04,1833
2018040505,20180405,05,2095
2018040506,20180405,06,2828
2018040507,20180405,07,4132
2018040508,20180405,08,5649
2018040509,20180405,09,7405
2018040510,20180405,10,9603
2018040511,20180405,11,11911
2018040512,20180405,12,13640
2018040513,20180405,13,14981
2018040514,20180405,14,16069
2018040515,20180405,15,16526
2018040516,20180405,16,16659
2018040517,20180405,17,16344
2018040518,20180405,18,15766
2018040519,20180405,19,14551
2018040520,20180405,20,12816
2018040521,20180405,21,10798
2018040522,20180405,22,7567
2018040523,20180405,23,3775
2018040600,20180406,00,3082
2018040601,20180406,01,3832
2018040602,20180406,02,4583
2018040603,20180406,03,5039
2018040604,20180406,04,5551
2018040605,20180406,05,6498
2018040606,20180406,06,9085
2018040607,20180406,07,12673
2018040608,20180406,08,16174
2018040609,20180406,09,19854
2018040610,20180406,10,22748
2018040611,20180406,11,24660
2018040612,20180406,12,25477
2018040613,20180406,13,25522
2018040614,20180406,14,24968
2018040615,20180406,15,23525
2018040616,20180406,16,21472
2018040617,20180406,17,18995
2018040618,20180406,18,16350
2018040619,20180406,19,14130
2018040620,20180406,20,12476
2018040621,20180406,21,10398
2018040622,20180406,22,7336
2018040623,20180406,23,3757
2018040700,20180407,00,3098
2018040701,20180407,01,3670
2018040702,20180407,02,4142
2018040703,20180407,03,4553
2018040704,20180407,04,5051
2018040705,20180407,05,6038
2018040706,20180407,06,8127
2018040707,20180407,07,10745
2018040708,20180407,08,12707
2018040709,20180407,09,14626
2018040710,20180407,10,15598
2018040711,20180407,11,15847
2018040712,20180407,12,15481
2018040713,20180407,13,14640
2018040714,20180407,14,13332
2018040715,20180407,15,11846
2018040716,20180407,16,10060
2018040717,20180407,17,7814
2018040718,20180407,18,6095
2018040719,20180407,19,4713
2018040720,20180407,20,4050
2018040721,20180407,21,3432
2018040722,20180407,22,2594
2018040723,20180407,23,1402
2018040800,20180408,00,1140
2018040801,20180408,01,1370
2018040802,20180408,02,1527
2018040803,20180408,03,1681
2018040804,20180408,04,1860
2018040805,20180408,05,2162
2018040806,20180408,06,2940
2018040807,20180408,07,4103
2018040808,20180408,08,5079
2018040809,20180408,09,5964
2018040810,20180408,10,6654
2018040811,20180408,11,6984
2018040812,20180408,12,7133
2018040813,20180408,13,7159
2018040814,20180408,14,7089
2018040815,20180408,15,6796
2018040816,20180408,16,6221
2018040817,20180408,17,5356
2018040818,20180408,18,4718
2018040819,20180408,19,4153
2018040820,20180408,20,3886
2018040821,20180408,21,3412
2018040822,20180408,22,2545
2018040823,20180408,23,1339
2018040900,20180409,00,1136
2018040901,20180409,01,1359
2018040902,20180409,02,1535
2018040903,20180409,03,1707
2018040904,20180409,04,1901
2018040905,20180409,05,2248
2018040906,20180409,06,2994
2018040907,20180409,07,4010
2018040908,20180409,08,5049
2018040909,20180409,09,5995
2018040910,20180409,10,6886
2018040911,20180409,11,7356
2018040912,20180409,12,7670
2018040913,20180409,13,7787
2018040914,20180409,14,7691
2018040915,20180409,15,7422
2018040916,20180409,16,6891
2018040917,20180409,17,6015
2018040918,20180409,18,5362
2018040919,20180409,19,4856
2018040920,20180409,20,4578
2018040921,20180409,21,4115
2018040922,20180409,22,3083
2018040923,20180409,23,1638
2018041000,20180410,00,1377
2018041001,20180410,01,1648
2018041002,20180410,02,1866
2018041003,20180410,03,2060
2018041004,20180410,04,2259
2018041005,20180410,05,2649
2018041006,20180410,06,3574
2018041007,20180410,07,4771
2018041008,20180410,08,5761
2018041009,20180410,09,6968
2018041010,20180410,10,7675
2018041011,20180410,11,8060
2018041012,20180410,12,8126
2018041013,20180410,13,8048
2018041014,20180410,14,7842
2018041015,20180410,15,7331
2018041016,20180410,16,6690
2018041017,20180410,17,5948
2018041018,20180410,18,5182
2018041019,20180410,19,4855
2018041020,20180410,20,4676
2018041021,20180410,21,4170
2018041022,20180410,22,3048
2018041023,20180410,23,1567
2018041100,20180411,00,1471
2018041101,20180411,01,1729
2018041102,20180411,02,1985
2018041103,20180411,03,2194
2018041104,20180411,04,2509
2018041105,20180411,05,3028
2018041106,20180411,06,3838
2018041107,20180411,07,4679
2018041108,20180411,08,5558
2018041109,20180411,09,6460
2018041110,20180411,10,7288
2018041111,20180411,11,7758
2018041112,20180411,12,7914
2018041113,20180411,13,7903
2018041114,20180411,14,7716
2018041115,20180411,15,7529
2018041116,20180411,16,6980
2018041117,20180411,17,6128
2018041118,20180411,18,5535
2018041119,20180411,19,5157
2018041120,20180411,20,4897
2018041121,20180411,21,4274
2018041122,20180411,22,3043
2018041123,20180411,23,1568
2018041200,20180412,00,1387
2018041201,20180412,01,1675
2018041202,20180412,02,1911
2018041203,20180412,03,2153
2018041204,20180412,04,2483
2018041205,20180412,05,2929
2018041206,20180412,06,3615
2018041207,20180412,07,4409
2018041208,20180412,08,5318
2018041209,20180412,09,6196
2018041210,20180412,10,6984
2018041211,20180412,11,7271
2018041212,20180412,12,7300
2018041213,20180412,13,7226
2018041214,20180412,14,7056
2018041215,20180412,15,6718
2018041216,20180412,16,6157
2018041217,20180412,17,5267
2018041218,20180412,18,4756
2018041219,20180412,19,4521
2018041220,20180412,20,4136
2018041221,20180412,21,3611
2018041222,20180412,22,2676
2018041223,20180412,23,1385
2018041300,20180413,00,1234
2018041301,20180413,01,1479
2018041302,20180413,02,1675
2018041303,20180413,03,1844
2018041304,20180413,04,2091
2018041305,20180413,05,2449
2018041306,20180413,06,3181
2018041307,20180413,07,4153
2018041308,20180413,08,4924
2018041309,20180413,09,5692
2018041310,20180413,10,6397
2018041311,20180413,11,6805
2018041312,20180413,12,7076
2018041313,20180413,13,7069
2018041314,20180413,14,7098
2018041315,20180413,15,7005
2018041316,20180413,16,6785
2018041317,20180413,17,6155
2018041318,20180413,18,5738
2018041319,20180413,19,5639
2018041320,20180413,20,5570
2018041321,20180413,21,5256
2018041322,20180413,22,4086
2018041323,20180413,23,2261
2018041400,20180414,00,2050
2018041401,20180414,01,2339
2018041402,20180414,02,2601
2018041403,20180414,03,2896
2018041404,20180414,04,3280
2018041405,20180414,05,4065
2018041406,20180414,06,5041
2018041407,20180414,07,6425
2018041408,20180414,08,7980
2018041409,20180414,09,10205
2018041410,20180414,10,12048
2018041411,20180414,11,13322
2018041412,20180414,12,14167
2018041413,20180414,13,14702
2018041414,20180414,14,14970
2018041415,20180414,15,14901
2018041416,20180414,16,14272
2018041417,20180414,17,12866
2018041418,20180414,18,11503
2018041419,20180414,19,10521
2018041420,20180414,20,9729
2018041421,20180414,21,8745
2018041422,20180414,22,6645
2018041423,20180414,23,3485
2018041500,20180415,00,3014
2018041501,20180415,01,3404
2018041502,20180415,02,3811
2018041503,20180415,03,4247
2018041504,20180415,04,4865
2018041505,20180415,05,6045
2018041506,20180415,06,7184
2018041507,20180415,07,8756
2018041508,20180415,08,10460
2018041509,20180415,09,12274
2018041510,20180415,10,13404
2018041511,20180415,11,13623
2018041512,20180415,12,13331
2018041513,20180415,13,12505
2018041514,20180415,14,11549
2018041515,20180415,15,10527
2018041516,20180415,16,9266
2018041517,20180415,17,7605
2018041518,20180415,18,6165
2018041519,20180415,19,5157
2018041520,20180415,20,4704
2018041521,20180415,21,4103
2018041522,20180415,22,3035
2018041523,20180415,23,1594
2018041600,20180416,00,1362
2018041601,20180416,01,1595
2018041602,20180416,02,1796
2018041603,20180416,03,1971
2018041604,20180416,04,2232
2018041605,20180416,05,2765
2018041606,20180416,06,3690
2018041607,20180416,07,4737
2018041608,20180416,08,5863
2018041609,20180416,09,6940
2018041610,20180416,10,7726
2018041611,20180416,11,8080
2018041612,20180416,12,8381
2018041613,20180416,13,8343
2018041614,20180416,14,8177
2018041615,20180416,15,7986
2018041616,20180416,16,7479
2018041617,20180416,17,6776
2018041618,20180416,18,6116
2018041619,20180416,19,5482
2018041620,20180416,20,5214
2018041621,20180416,21,4659
2018041622,20180416,22,3440
2018041623,20180416,23,1838
2018041700,20180417,00,1610
2018041701,20180417,01,1894
2018041702,20180417,02,2075
2018041703,20180417,03,2289
2018041704,20180417,04,2597
2018041705,20180417,05,3214
2018041706,20180417,06,4197
2018041707,20180417,07,5243
2018041708,20180417,08,6351
2018041709,20180417,09,7391
2018041710,20180417,10,8385
2018041711,20180417,11,8953
2018041712,20180417,12,9089
2018041713,20180417,13,9158
2018041714,20180417,14,9024
2018041715,20180417,15,8620
2018041716,20180417,16,8098
2018041717,20180417,17,7190
2018041718,20180417,18,6521
2018041719,20180417,19,6110
2018041720,20180417,20,5983
2018041721,20180417,21,5477
2018041722,20180417,22,4141
2018041723,20180417,23,2221
2018041800,20180418,00,1976
2018041801,20180418,01,2292
2018041802,20180418,02,2566
2018041803,20180418,03,2810
2018041804,20180418,04,3215
2018041805,20180418,05,3993
2018041806,20180418,06,4836
2018041807,20180418,07,6040
2018041808,20180418,08,7266
2018041809,20180418,09,8799
2018041810,20180418,10,9883
2018041811,20180418,11,10421
2018041812,20180418,12,10630
2018041813,20180418,13,10583
2018041814,20180418,14,10470
2018041815,20180418,15,10053
2018041816,20180418,16,9328
2018041817,20180418,17,8363
2018041818,20180418,18,7490
2018041819,20180418,19,6834
2018041820,20180418,20,6343
2018041821,20180418,21,5637
2018041822,20180418,22,4246
2018041823,20180418,23,2221
2018041900,20180419,00,1942
2018041901,20180419,01,2255
2018041902,20180419,02,2547
2018041903,20180419,03,2774
2018041904,20180419,04,3155
2018041905,20180419,05,3908
2018041906,20180419,06,4879
2018041907,20180419,07,6210
2018041908,20180419,08,7686
2018041909,20180419,09,9349
2018041910,20180419,10,10428
2018041911,20180419,11,10811
2018041912,20180419,12,10874
2018041913,20180419,13,10885
2018041914,20180419,14,10644
2018041915,20180419,15,10120
2018041916,20180419,16,9251
2018041917,20180419,17,8228
2018041918,20180419,18,7100
2018041919,20180419,19,6516
2018041920,20180419,20,6223
2018041921,20180419,21,5528
2018041922,20180419,22,4111
2018041923,20180419,23,2265
2018042000,20180420,00,1885
2018042001,20180420,01,2184
2018042002,20180420,02,2439
2018042003,20180420,03,2634
2018042004,20180420,04,2952
2018042005,20180420,05,3724
2018042006,20180420,06,4741
2018042007,20180420,07,5995
2018042008,20180420,08,7141
2018042009,20180420,09,8381
2018042010,20180420,10,9175
2018042011,20180420,11,9386
2018042012,20180420,12,9284
2018042013,20180420,13,9121
2018042014,20180420,14,8924
2018042015,20180420,15,8551
2018042016,20180420,16,7945
2018042017,20180420,17,7154
2018042018,20180420,18,6480
2018042019,20180420,19,5988
2018042020,20180420,20,5735
2018042021,20180420,21,5226
2018042022,20180420,22,4019
2018042023,20180420,23,2285
2018042100,20180421,00,1976
2018042101,20180421,01,2310
2018042102,20180421,02,2598
2018042103,20180421,03,2837
2018042104,20180421,04,3196
2018042105,20180421,05,3812
2018042106,20180421,06,4733
2018042107,20180421,07,5877
2018042108,20180421,08,7122
2018042109,20180421,09,8709
2018042110,20180421,10,10050
2018042111,20180421,11,10973
2018042112,20180421,12,11353
2018042113,20180421,13,11778
2018042114,20180421,14,11928
2018042115,20180421,15,11717
2018042116,20180421,16,11109
2018042117,20180421,17,10064
2018042118,20180421,18,9319
2018042119,20180421,19,8617
2018042120,20180421,20,8013
2018042121,20180421,21,7085
2018042122,20180421,22,5392
2018042123,20180421,23,2937
2018042200,20180422,00,2520
2018042201,20180422,01,2930
2018042202,20180422,02,3308
2018042203,20180422,03,3633
2018042204,20180422,04,4106
2018042205,20180422,05,5065
2018042206,20180422,06,6049
2018042207,20180422,07,7565
2018042208,20180422,08,9103
2018042209,20180422,09,10657
2018042210,20180422,10,11614
2018042211,20180422,11,11702
2018042212,20180422,12,11304
2018042213,20180422,13,10529
2018042214,20180422,14,9761
2018042215,20180422,15,8878
2018042216,20180422,16,7700
2018042217,20180422,17,6412
2018042218,20180422,18,5305
2018042219,20180422,19,4562
2018042220,20180422,20,4103
2018042221,20180422,21,3511
2018042222,20180422,22,2541
2018042223,20180422,23,1424
2018042300,20180423,00,1250
2018042301,20180423,01,1441
2018042302,20180423,02,1637
2018042303,20180423,03,1803
2018042304,20180423,04,1967
2018042305,20180423,05,2431
2018042306,20180423,06,3153
2018042307,20180423,07,3954
2018042308,20180423,08,4908
2018042309,20180423,09,6018
2018042310,20180423,10,6921
2018042311,20180423,11,7357
2018042312,20180423,12,7453
2018042313,20180423,13,7379
2018042314,20180423,14,7279
2018042315,20180423,15,7043
2018042316,20180423,16,6592
2018042317,20180423,17,5669
2018042318,20180423,18,5033
2018042319,20180423,19,4444
2018042320,20180423,20,4096
2018042321,20180423,21,3699
2018042322,20180423,22,2838
2018042323,20180423,23,1561
2018042400,20180424,00,1360
2018042401,20180424,01,1573
2018042402,20180424,02,1750
2018042403,20180424,03,1921
2018042404,20180424,04,2123
2018042405,20180424,05,2599
2018042406,20180424,06,3490
2018042407,20180424,07,4534
2018042408,20180424,08,5575
2018042409,20180424,09,6735
2018042410,20180424,10,7658
2018042411,20180424,11,8242
2018042412,20180424,12,8367
2018042413,20180424,13,8272
2018042414,20180424,14,8189
2018042415,20180424,15,7955
2018042416,20180424,16,7422
2018042417,20180424,17,6399
2018042418,20180424,18,5690
2018042419,20180424,19,5205
2018042420,20180424,20,4877
2018042421,20180424,21,4366
2018042422,20180424,22,3274
2018042423,20180424,23,1894
2018042500,20180425,00,1627
2018042501,20180425,01,1969
2018042502,20180425,02,2173
2018042503,20180425,03,2371
2018042504,20180425,04,2639
2018042505,20180425,05,3171
2018042506,20180425,06,4108
2018042507,20180425,07,5050
2018042508,20180425,08,6164
2018042509,20180425,09,7364
2018042510,20180425,10,8221
2018042511,20180425,11,8664
2018042512,20180425,12,8815
2018042513,20180425,13,8790
2018042514,20180425,14,8608
2018042515,20180425,15,8361
2018042516,20180425,16,7760
2018042517,20180425,17,6770
2018042518,20180425,18,5888
2018042519,20180425,19,5407
2018042520,20180425,20,5089
2018042521,20180425,21,4466
2018042522,20180425,22,3342
2018042523,20180425,23,1855
2018042600,20180426,00,1583
2018042601,20180426,01,1900
2018042602,20180426,02,2109
2018042603,20180426,03,2331
2018042604,20180426,04,2569
2018042605,20180426,05,3131
2018042606,20180426,06,4053
2018042607,20180426,07,5055
2018042608,20180426,08,6113
2018042609,20180426,09,7420
2018042610,20180426,10,8329
2018042611,20180426,11,8913
2018042612,20180426,12,8990
2018042613,20180426,13,8879
2018042614,20180426,14,8706
2018042615,20180426,15,8375
2018042616,20180426,16,7705
2018042617,20180426,17,6755
2018042618,20180426,18,5903
2018042619,20180426,19,5276
2018042620,20180426,20,4794
2018042621,20180426,21,4294
2018042622,20180426,22,3193
2018042623,20180426,23,1840
2018042700,20180427,00,1552
2018042701,20180427,01,1780
2018042702,20180427,02,1988
2018042703,20180427,03,2175
2018042704,20180427,04,2400
2018042705,20180427,05,2915
2018042706,20180427,06,3739
2018042707,20180427,07,4764
2018042708,20180427,08,5778
2018042709,20180427,09,6710
2018042710,20180427,10,7461
2018042711,20180427,11,7738
2018042712,20180427,12,7744
2018042713,20180427,13,7660
2018042714,20180427,14,7527
2018042715,20180427,15,7156
2018042716,20180427,16,6709
2018042717,20180427,17,6031
2018042718,20180427,18,5374
2018042719,20180427,19,4882
2018042720,20180427,20,4607
2018042721,20180427,21,4053
2018042722,20180427,22,3029
2018042723,20180427,23,1742
2018042800,20180428,00,1475
2018042801,20180428,01,1707
2018042802,20180428,02,1881
2018042803,20180428,03,2060
2018042804,20180428,04,2248
2018042805,20180428,05,2751
2018042806,20180428,06,3551
2018042807,20180428,07,4695
2018042808,20180428,08,5846
2018042809,20180428,09,7031
2018042810,20180428,10,7999
2018042811,20180428,11,8613
2018042812,20180428,12,8878
2018042813,20180428,13,8866
2018042814,20180428,14,8761
2018042815,20180428,15,8541
2018042816,20180428,16,8206
2018042817,20180428,17,7564
2018042818,20180428,18,7021
2018042819,20180428,19,6726
2018042820,20180428,20,6431
2018042821,20180428,21,5845
2018042822,20180428,22,4546
2018042823,20180428,23,2709
2018042900,20180429,00,2295
2018042901,20180429,01,2671
2018042902,20180429,02,2921
2018042903,20180429,03,3201
2018042904,20180429,04,3486
2018042905,20180429,05,4384
2018042906,20180429,06,5938
2018042907,20180429,07,8158
2018042908,20180429,08,10726
2018042909,20180429,09,13848
2018042910,20180429,10,17321
2018042911,20180429,11,20306
2018042912,20180429,12,22430
2018042913,20180429,13,23958
2018042914,20180429,14,25061
2018042915,20180429,15,25311
2018042916,20180429,16,24983
2018042917,20180429,17,23806
2018042918,20180429,18,21872
2018042919,20180429,19,19562
2018042920,20180429,20,16858
2018042921,20180429,21,13620
2018042922,20180429,22,9823
2018042923,20180429,23,5302
2018043000,20180430,00,4332
2018043001,20180430,01,4968
2018043002,20180430,02,5477
2018043003,20180430,03,6039
2018043004,20180430,04,6761
2018043005,20180430,05,8724
2018043006,20180430,06,12211
2018043007,20180430,07,16826
2018043008,20180430,08,21480
2018043009,20180430,09,25719
2018043010,20180430,10,29888
2018043011,20180430,11,33112
2018043012,20180430,12,34682
2018043013,20180430,13,35074
2018043014,20180430,14,34459
2018043015,20180430,15,32627
2018043016,20180430,16,29901
2018043017,20180430,17,26557
2018043018,20180430,18,23093
2018043019,20180430,19,19659
2018043020,20180430,20,16665
2018043021,20180430,21,13224
2018043022,20180430,22,9317
2018043023,20180430,23,5043
2018050100,20180501,00,4140
2018050101,20180501,01,4804
2018050102,20180501,02,5163
2018050103,20180501,03,5602
2018050104,20180501,04,6277
2018050105,20180501,05,7810
2018050106,20180501,06,10315
2018050107,20180501,07,13106
2018050108,20180501,08,15341
2018050109,20180501,09,17346
2018050110,20180501,10,18634
2018050111,20180501,11,19295
2018050112,20180501,12,18985
2018050113,20180501,13,18035
2018050114,20180501,14,16682
2018050115,20180501,15,14788
2018050116,20180501,16,12296
2018050117,20180501,17,9526
2018050118,20180501,18,6859
2018050119,20180501,19,5200
2018050120,20180501,20,4187
2018050121,20180501,21,3531
2018050122,20180501,22,2597
2018050123,20180501,23,1490
2018050200,20180502,00,1304
2018050201,20180502,01,1501
2018050202,20180502,02,1696
2018050203,20180502,03,1840
2018050204,20180502,04,2030
2018050205,20180502,05,2405
2018050206,20180502,06,3218
2018050207,20180502,07,4285
2018050208,20180502,08,5188
2018050209,20180502,09,6171
2018050210,20180502,10,7046
2018050211,20180502,11,7514
2018050212,20180502,12,7805
2018050213,20180502,13,7826
2018050214,20180502,14,7792
2018050215,20180502,15,7552
2018050216,20180502,16,7012
2018050217,20180502,17,6206
2018050218,20180502,18,5432
2018050219,20180502,19,4799
2018050220,20180502,20,4389
2018050221,20180502,21,3799
2018050222,20180502,22,2850
2018050223,20180502,23,1595
2018050300,20180503,00,1318
2018050301,20180503,01,1573
2018050302,20180503,02,1752
2018050303,20180503,03,1904
2018050304,20180503,04,2055
2018050305,20180503,05,2489
2018050306,20180503,06,3333
2018050307,20180503,07,4381
2018050308,20180503,08,5267
2018050309,20180503,09,6277
2018050310,20180503,10,7071
2018050311,20180503,11,7445
2018050312,20180503,12,7666
2018050313,20180503,13,7685
2018050314,20180503,14,7534
2018050315,20180503,15,7377
2018050316,20180503,16,6925
2018050317,20180503,17,6208
2018050318,20180503,18,5607
2018050319,20180503,19,5046
2018050320,20180503,20,4639
2018050321,20180503,21,4061
2018050322,20180503,22,3024
2018050323,20180503,23,1714
2018050400,20180504,00,1404
2018050401,20180504,01,1610
2018050402,20180504,02,1775
2018050403,20180504,03,1954
2018050404,20180504,04,2118
2018050405,20180504,05,2615
2018050406,20180504,06,3575
2018050407,20180504,07,4768
2018050408,20180504,08,5676
2018050409,20180504,09,6530
2018050410,20180504,10,7169
2018050411,20180504,11,7550
2018050412,20180504,12,7719
2018050413,20180504,13,7601
2018050414,20180504,14,7341
2018050415,20180504,15,7072
2018050416,20180504,16,6764
2018050417,20180504,17,6059
2018050418,20180504,18,5489
2018050419,20180504,19,4908
2018050420,20180504,20,4516
2018050421,20180504,21,4064
2018050422,20180504,22,3170
2018050423,20180504,23,1890
2018050500,20180505,00,1635
2018050501,20180505,01,1876
2018050502,20180505,02,2052
2018050503,20180505,03,2240
2018050504,20180505,04,2430
2018050505,20180505,05,2891
2018050506,20180505,06,3823
2018050507,20180505,07,5300
2018050508,20180505,08,6679
2018050509,20180505,09,8448
2018050510,20180505,10,10040
2018050511,20180505,11,11126
2018050512,20180505,12,11786
2018050513,20180505,13,12379
2018050514,20180505,14,12649
2018050515,20180505,15,12530
2018050516,20180505,16,12071
2018050517,20180505,17,11001
2018050518,20180505,18,9944
2018050519,20180505,19,8874
2018050520,20180505,20,7817
2018050521,20180505,21,6616
2018050522,20180505,22,4885
2018050523,20180505,23,2683
2018050600,20180506,00,2343
2018050601,20180506,01,2755
2018050602,20180506,02,3020
2018050603,20180506,03,3316
2018050604,20180506,04,3725
2018050605,20180506,05,4593
2018050606,20180506,06,5954
2018050607,20180506,07,7735
2018050608,20180506,08,9437
2018050609,20180506,09,10860
2018050610,20180506,10,11283
2018050611,20180506,11,11354
2018050612,20180506,12,10837
2018050613,20180506,13,10152
2018050614,20180506,14,9464
2018050615,20180506,15,8560
2018050616,20180506,16,7337
2018050617,20180506,17,6007
2018050618,20180506,18,4796
2018050619,20180506,19,4063
2018050620,20180506,20,3551
2018050621,20180506,21,3084
2018050622,20180506,22,2300
2018050623,20180506,23,1309
2018050700,20180507,00,1117
2018050701,20180507,01,1355
2018050702,20180507,02,1493
