dh,dd,hh,cnt
2018061720,20180617,20,11565
2018061721,20180617,21,10128
2018061722,20180617,22,7817
2018061723,20180617,23,4512
2018061800,20180618,00,3182
2018061801,20180618,01,3581
2018061802,20180618,02,3829
2018061803,20180618,03,4078
2018061804,20180618,04,4418
2018061805,20180618,05,5234
2018061806,20180618,06,6687
2018061807,20180618,07,8674
2018061808,20180618,08,9947
2018061809,20180618,09,11144
2018061810,20180618,10,11579
2018061811,20180618,11,11567
2018061812,20180618,12,11054
2018061813,20180618,13,10246
2018061814,20180618,14,9500
2018061815,20180618,15,8582
2018061816,20180618,16,7444
2018061817,20180618,17,5918
2018061818,20180618,18,4481
2018061819,20180618,19,3649
2018061820,20180618,20,3243
2018061821,20180618,21,2760
2018061822,20180618,22,2118
2018061823,20180618,23,1273
2018061900,20180619,00,998
2018061901,20180619,01,1146
2018061902,20180619,02,1271
2018061903,20180619,03,1385
2018061904,20180619,04,1540
2018061905,20180619,05,1863
2018061906,20180619,06,2396
2018061907,20180619,07,3220
2018061908,20180619,08,3952
2018061909,20180619,09,4544
2018061910,20180619,10,5016
2018061911,20180619,11,5290
2018061912,20180619,12,5482
2018061913,20180619,13,5428
2018061914,20180619,14,5321
2018061915,20180619,15,5257
2018061916,20180619,16,4995
2018061917,20180619,17,4544
2018061918,20180619,18,3970
2018061919,20180619,19,3585
2018061920,20180619,20,3233
2018061921,20180619,21,2907
2018061922,20180619,22,2277
2018061923,20180619,23,1328
2018062000,20180620,00,1061
2018062001,20180620,01,1210
2018062002,20180620,02,1307
2018062003,20180620,03,1420
2018062004,20180620,04,1548
2018062005,20180620,05,1876
2018062006,20180620,06,2467
2018062007,20180620,07,3317
2018062008,20180620,08,4046
2018062009,20180620,09,4688
2018062010,20180620,10,5192
2018062011,20180620,11,5582
2018062012,20180620,12,5819
2018062013,20180620,13,5807
2018062014,20180620,14,5732
2018062015,20180620,15,5568
2018062016,20180620,16,5313
2018062017,20180620,17,4887
2018062018,20180620,18,4216
2018062019,20180620,19,3807
2018062020,20180620,20,3516
2018062021,20180620,21,3141
2018062022,20180620,22,2476
2018062023,20180620,23,1491
2018062100,20180621,00,1188
2018062101,20180621,01,1377
2018062102,20180621,02,1500
2018062103,20180621,03,1612
2018062104,20180621,04,1767
2018062105,20180621,05,2098
2018062106,20180621,06,2656
2018062107,20180621,07,3612
2018062108,20180621,08,4436
2018062109,20180621,09,5125
2018062110,20180621,10,5631
2018062111,20180621,11,5865
2018062112,20180621,12,5979
2018062113,20180621,13,6051
2018062114,20180621,14,5898
2018062115,20180621,15,5699
2018062116,20180621,16,5440
2018062117,20180621,17,4982
2018062118,20180621,18,4393
2018062119,20180621,19,3970
2018062120,20180621,20,3662
2018062121,20180621,21,3277
2018062122,20180621,22,2559
2018062123,20180621,23,1584
2018062200,20180622,00,1207
2018062201,20180622,01,1384
2018062202,20180622,02,1503
2018062203,20180622,03,1605
2018062204,20180622,04,1774
2018062205,20180622,05,2147
2018062206,20180622,06,2767
2018062207,20180622,07,3696
2018062208,20180622,08,4586
2018062209,20180622,09,5196
2018062210,20180622,10,5620
2018062211,20180622,11,5793
2018062212,20180622,12,5723
2018062213,20180622,13,5563
2018062214,20180622,14,5443
2018062215,20180622,15,5258
2018062216,20180622,16,5045
2018062217,20180622,17,4676
2018062218,20180622,18,4188
2018062219,20180622,19,3855
2018062220,20180622,20,3625
2018062221,20180622,21,3331
2018062222,20180622,22,2674
2018062223,20180622,23,1670
2018062300,20180623,00,1324
2018062301,20180623,01,1531
2018062302,20180623,02,1660
2018062303,20180623,03,1785
2018062304,20180623,04,1955
2018062305,20180623,05,2352
2018062306,20180623,06,2997
2018062307,20180623,07,4117
2018062308,20180623,08,5348
2018062309,20180623,09,6665
2018062310,20180623,10,7811
2018062311,20180623,11,8596
2018062312,20180623,12,9014
2018062313,20180623,13,9261
2018062314,20180623,14,9300
2018062315,20180623,15,9166
2018062316,20180623,16,8806
2018062317,20180623,17,8283
2018062318,20180623,18,7371
2018062319,20180623,19,6561
2018062320,20180623,20,5824
2018062321,20180623,21,5095
2018062322,20180623,22,3981
2018062323,20180623,23,2419
2018062400,20180624,00,1893
2018062401,20180624,01,2181
2018062402,20180624,02,2346
2018062403,20180624,03,2529
2018062404,20180624,04,2788
2018062405,20180624,05,3432
2018062406,20180624,06,4435
2018062407,20180624,07,5836
2018062408,20180624,08,7075
2018062409,20180624,09,8060
2018062410,20180624,10,8581
2018062411,20180624,11,8416
2018062412,20180624,12,7981
2018062413,20180624,13,7565
2018062414,20180624,14,7075
2018062415,20180624,15,6518
2018062416,20180624,16,5906
2018062417,20180624,17,5042
2018062418,20180624,18,4198
2018062419,20180624,19,3562
2018062420,20180624,20,3238
2018062421,20180624,21,2874
2018062422,20180624,22,2133
2018062423,20180624,23,1264
2018062500,20180625,00,1018
2018062501,20180625,01,1180
2018062502,20180625,02,1294
2018062503,20180625,03,1379
2018062504,20180625,04,1530
2018062505,20180625,05,1800
2018062506,20180625,06,2310
2018062507,20180625,07,3086
2018062508,20180625,08,3780
2018062509,20180625,09,4262
2018062510,20180625,10,4570
2018062511,20180625,11,4736
2018062512,20180625,12,4742
2018062513,20180625,13,4614
2018062514,20180625,14,4477
2018062515,20180625,15,4374
2018062516,20180625,16,4193
2018062517,20180625,17,3857
2018062518,20180625,18,3309
2018062519,20180625,19,3008
2018062520,20180625,20,2756
2018062521,20180625,21,2422
2018062522,20180625,22,1876
2018062523,20180625,23,1089
2018062600,20180626,00,856
2018062601,20180626,01,998
2018062602,20180626,02,1093
2018062603,20180626,03,1183
2018062604,20180626,04,1322
2018062605,20180626,05,1554
2018062606,20180626,06,2042
2018062607,20180626,07,2805
2018062608,20180626,08,3457
2018062609,20180626,09,3942
2018062610,20180626,10,4321
2018062611,20180626,11,4537
2018062612,20180626,12,4585
2018062613,20180626,13,4629
2018062614,20180626,14,4483
2018062615,20180626,15,4459
2018062616,20180626,16,4424
2018062617,20180626,17,4104
2018062618,20180626,18,3608
2018062619,20180626,19,3276
2018062620,20180626,20,3039
2018062621,20180626,21,2722
2018062622,20180626,22,2074
2018062623,20180626,23,1214
2018062700,20180627,00,1022
2018062701,20180627,01,1192
2018062702,20180627,02,1299
2018062703,20180627,03,1402
2018062704,20180627,04,1539
2018062705,20180627,05,1837
2018062706,20180627,06,2387
2018062707,20180627,07,3226
2018062708,20180627,08,3932
2018062709,20180627,09,4580
2018062710,20180627,10,5104
2018062711,20180627,11,5399
2018062712,20180627,12,5464
2018062713,20180627,13,5584
2018062714,20180627,14,5494
2018062715,20180627,15,5424
2018062716,20180627,16,5234
2018062717,20180627,17,4891
2018062718,20180627,18,4230
2018062719,20180627,19,3850
2018062720,20180627,20,3658
2018062721,20180627,21,3295
2018062722,20180627,22,2487
2018062723,20180627,23,1453
2018062800,20180628,00,1230
2018062801,20180628,01,1418
2018062802,20180628,02,1519
2018062803,20180628,03,1656
2018062804,20180628,04,1789
2018062805,20180628,05,2126
2018062806,20180628,06,2730
2018062807,20180628,07,3661
2018062808,20180628,08,4487
2018062809,20180628,09,5261
2018062810,20180628,10,5788
2018062811,20180628,11,6019
2018062812,20180628,12,6057
2018062813,20180628,13,5928
2018062814,20180628,14,5863
2018062815,20180628,15,5778
2018062816,20180628,16,5548
2018062817,20180628,17,5043
2018062818,20180628,18,4417
2018062819,20180628,19,4118
2018062820,20180628,20,4022
2018062821,20180628,21,3685
2018062822,20180628,22,2787
2018062823,20180628,23,1529
2018062900,20180629,00,1165
2018062901,20180629,01,1374
2018062902,20180629,02,1471
2018062903,20180629,03,1595
2018062904,20180629,04,1753
2018062905,20180629,05,2109
2018062906,20180629,06,2728
2018062907,20180629,07,3732
2018062908,20180629,08,4513
2018062909,20180629,09,5189
2018062910,20180629,10,5676
2018062911,20180629,11,5884
2018062912,20180629,12,5879
2018062913,20180629,13,5818
2018062914,20180629,14,5738
2018062915,20180629,15,5654
2018062916,20180629,16,5462
2018062917,20180629,17,5171
2018062918,20180629,18,4772
2018062919,20180629,19,4664
2018062920,20180629,20,4426
2018062921,20180629,21,3985
2018062922,20180629,22,3122
2018062923,20180629,23,2012
2018063000,20180630,00,1550
2018063001,20180630,01,1795
2018063002,20180630,02,1965
2018063003,20180630,03,2128
2018063004,20180630,04,2294
2018063005,20180630,05,2682
2018063006,20180630,06,3479
2018063007,20180630,07,4799
2018063008,20180630,08,5982
2018063009,20180630,09,7314
2018063010,20180630,10,8543
2018063011,20180630,11,9365
2018063012,20180630,12,9922
2018063013,20180630,13,10276
2018063014,20180630,14,10415
2018063015,20180630,15,10382
2018063016,20180630,16,10074
2018063017,20180630,17,9368
2018063018,20180630,18,8502
2018063019,20180630,19,7675
2018063020,20180630,20,6834
2018063021,20180630,21,6035
2018063022,20180630,22,4676
2018063023,20180630,23,2776
2018070100,20180701,00,2274
2018070101,20180701,01,2587
2018070102,20180701,02,2786
2018070103,20180701,03,3024
2018070104,20180701,04,3332
2018070105,20180701,05,4051
2018070106,20180701,06,5178
2018070107,20180701,07,6799
2018070108,20180701,08,8326
2018070109,20180701,09,9492
2018070110,20180701,10,10157
2018070111,20180701,11,10104
2018070112,20180701,12,9580
2018070113,20180701,13,9096
2018070114,20180701,14,8441
2018070115,20180701,15,7771
2018070116,20180701,16,6982
2018070117,20180701,17,6046
2018070118,20180701,18,4734
2018070119,20180701,19,4080
2018070120,20180701,20,3559
2018070121,20180701,21,3165
2018070122,20180701,22,2520
2018070123,20180701,23,1489
2018070200,20180702,00,1238
2018070201,20180702,01,1438
2018070202,20180702,02,1544
2018070203,20180702,03,1665
2018070204,20180702,04,1814
2018070205,20180702,05,2169
2018070206,20180702,06,2853
2018070207,20180702,07,3885
2018070208,20180702,08,4736
2018070209,20180702,09,5389
2018070210,20180702,10,5872
2018070211,20180702,11,6150
2018070212,20180702,12,6218
2018070213,20180702,13,6132
2018070214,20180702,14,6020
2018070215,20180702,15,5961
2018070216,20180702,16,5680
2018070217,20180702,17,5260
2018070218,20180702,18,4637
2018070219,20180702,19,4352
2018070220,20180702,20,4363
2018070221,20180702,21,3976
2018070222,20180702,22,2918
2018070223,20180702,23,1486
2018070300,20180703,00,1179
2018070301,20180703,01,1373
2018070302,20180703,02,1494
2018070303,20180703,03,1630
2018070304,20180703,04,1767
2018070305,20180703,05,2090
2018070306,20180703,06,2786
2018070307,20180703,07,3799
2018070308,20180703,08,4775
2018070309,20180703,09,5435
2018070310,20180703,10,5921
2018070311,20180703,11,6229
2018070312,20180703,12,6371
2018070313,20180703,13,6365
2018070314,20180703,14,6400
2018070315,20180703,15,6361
2018070316,20180703,16,6093
2018070317,20180703,17,5640
2018070318,20180703,18,4915
2018070319,20180703,19,4330
2018070320,20180703,20,3876
2018070321,20180703,21,3388
2018070322,20180703,22,2562
2018070323,20180703,23,1475
2018070400,20180704,00,1271
2018070401,20180704,01,1474
2018070402,20180704,02,1603
2018070403,20180704,03,1734
2018070404,20180704,04,1890
2018070405,20180704,05,2211
2018070406,20180704,06,2896
2018070407,20180704,07,4015
2018070408,20180704,08,5092
2018070409,20180704,09,5832
2018070410,20180704,10,6285
2018070411,20180704,11,6416
2018070412,20180704,12,6426
2018070413,20180704,13,6444
2018070414,20180704,14,6310
2018070415,20180704,15,6191
2018070416,20180704,16,5929
2018070417,20180704,17,5396
2018070418,20180704,18,4694
2018070419,20180704,19,4238
2018070420,20180704,20,3903
2018070421,20180704,21,3519
2018070422,20180704,22,2716
2018070423,20180704,23,1633
2018070500,20180705,00,1323
2018070501,20180705,01,1522
2018070502,20180705,02,1685
2018070503,20180705,03,1834
2018070504,20180705,04,1998
2018070505,20180705,05,2354
2018070506,20180705,06,3058
2018070507,20180705,07,4206
2018070508,20180705,08,5196
2018070509,20180705,09,6004
2018070510,20180705,10,6609
2018070511,20180705,11,6872
2018070512,20180705,12,7062
2018070513,20180705,13,7097
2018070514,20180705,14,6994
2018070515,20180705,15,6935
2018070516,20180705,16,6619
2018070517,20180705,17,6055
2018070518,20180705,18,5402
2018070519,20180705,19,4894
2018070520,20180705,20,4464
2018070521,20180705,21,3998
2018070522,20180705,22,3063
2018070523,20180705,23,1761
2018070600,20180706,00,1563
2018070601,20180706,01,1807
2018070602,20180706,02,1949
2018070603,20180706,03,2102
2018070604,20180706,04,2247
2018070605,20180706,05,2648
2018070606,20180706,06,3401
2018070607,20180706,07,4581
2018070608,20180706,08,5540
2018070609,20180706,09,6486
2018070610,20180706,10,6962
2018070611,20180706,11,7242
2018070612,20180706,12,7291
2018070613,20180706,13,7321
2018070614,20180706,14,7377
2018070615,20180706,15,7354
2018070616,20180706,16,7092
2018070617,20180706,17,6729
2018070618,20180706,18,6132
2018070619,20180706,19,6002
2018070620,20180706,20,5821
2018070621,20180706,21,5456
2018070622,20180706,22,4328
2018070623,20180706,23,2534
2018070700,20180707,00,2157
2018070701,20180707,01,2463
2018070702,20180707,02,2644
2018070703,20180707,03,2807
2018070704,20180707,04,2996
2018070705,20180707,05,3475
2018070706,20180707,06,4484
2018070707,20180707,07,5978
2018070708,20180707,08,7430
2018070709,20180707,09,9173
2018070710,20180707,10,10376
2018070711,20180707,11,11214
2018070712,20180707,12,11682
2018070713,20180707,13,12016
2018070714,20180707,14,12390
2018070715,20180707,15,12326
2018070716,20180707,16,11960
2018070717,20180707,17,11306
2018070718,20180707,18,10301
2018070719,20180707,19,9674
2018070720,20180707,20,9014
2018070721,20180707,21,7872
2018070722,20180707,22,6021
2018070723,20180707,23,3415
2018070800,20180708,00,2589
2018070801,20180708,01,3010
2018070802,20180708,02,3256
2018070803,20180708,03,3511
2018070804,20180708,04,3832
2018070805,20180708,05,4571
2018070806,20180708,06,6005
2018070807,20180708,07,7897
2018070808,20180708,08,9367
2018070809,20180708,09,10479
2018070810,20180708,10,10857
2018070811,20180708,11,10768
2018070812,20180708,12,10002
2018070813,20180708,13,9226
2018070814,20180708,14,8601
2018070815,20180708,15,8046
2018070816,20180708,16,7324
2018070817,20180708,17,6450
2018070818,20180708,18,5415
2018070819,20180708,19,5039
2018070820,20180708,20,4789
2018070821,20180708,21,4278
2018070822,20180708,22,3236
2018070823,20180708,23,1728
2018070900,20180709,00,1233
2018070901,20180709,01,1446
2018070902,20180709,02,1583
2018070903,20180709,03,1752
2018070904,20180709,04,1903
2018070905,20180709,05,2277
2018070906,20180709,06,2971
2018070907,20180709,07,3952
2018070908,20180709,08,4758
2018070909,20180709,09,5454
2018070910,20180709,10,5960
2018070911,20180709,11,6297
2018070912,20180709,12,6370
2018070913,20180709,13,6356
2018070914,20180709,14,6264
2018070915,20180709,15,6120
2018070916,20180709,16,5918
2018070917,20180709,17,5470
2018070918,20180709,18,4825
2018070919,20180709,19,4475
2018070920,20180709,20,4294
2018070921,20180709,21,3900
2018070922,20180709,22,2991
2018070923,20180709,23,1573
2018071000,20180710,00,1220
2018071001,20180710,01,1432
2018071002,20180710,02,1557
2018071003,20180710,03,1682
2018071004,20180710,04,1849
2018071005,20180710,05,2112
2018071006,20180710,06,2819
2018071007,20180710,07,3922
2018071008,20180710,08,4841
2018071009,20180710,09,5607
2018071010,20180710,10,6143
2018071011,20180710,11,6478
2018071012,20180710,12,6655
2018071013,20180710,13,6715
2018071014,20180710,14,6618
2018071015,20180710,15,6507
2018071016,20180710,16,6232
2018071017,20180710,17,5753
2018071018,20180710,18,5116
2018071019,20180710,19,4712
2018071020,20180710,20,4500
2018071021,20180710,21,4101
2018071022,20180710,22,3061
2018071023,20180710,23,1651
2018071100,20180711,00,1306
2018071101,20180711,01,1510
2018071102,20180711,02,1640
2018071103,20180711,03,1757
2018071104,20180711,04,1922
2018071105,20180711,05,2230
2018071106,20180711,06,2939
2018071107,20180711,07,4219
2018071108,20180711,08,5331
2018071109,20180711,09,6351
2018071110,20180711,10,6867
2018071111,20180711,11,7069
2018071112,20180711,12,7053
2018071113,20180711,13,7005
2018071114,20180711,14,6831
2018071115,20180711,15,6701
2018071116,20180711,16,6436
2018071117,20180711,17,5987
2018071118,20180711,18,5459
2018071119,20180711,19,5605
2018071120,20180711,20,5767
2018071121,20180711,21,5337
2018071122,20180711,22,4151
2018071123,20180711,23,2168
